City_Name,Restaurant_Name,Request_Time_Local,Final_Delivery_Time_Local,Order_Status,Item_Name,Item_quantity,Customizations,Customization_Cost_Local,Special_Instructions,Item_Price,Order_Price,Currency
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-10T20:42:09.000Z,2022-09-10T21:15:05.000Z,completed,Fiesta Veggie Burrito,2,Onions,0.54,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-10T20:42:09.000Z,2022-09-10T21:15:05.000Z,completed,Fiesta Veggie Burrito,2,Creamy Jalapeño Sauce,0.78,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-10T20:42:09.000Z,2022-09-10T21:15:05.000Z,completed,Spicy Potato Soft Taco,2,"Spicy Ranch, Creamy Jalapeño Sauce",0.78,,1.2,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Diablo Sauce Packet,4,"",,,0.0,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fiesta Veggie Burrito,2,Extra Fiesta Strips,0.42,,2.4,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fiesta Veggie Burrito,2,Creamy Jalapeño Sauce,0.78,,2.4,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fiesta Veggie Burrito,2,Potatoes,0.96,,2.4,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Spicy Potato Soft Taco,2,"Spicy Ranch, Creamy Jalapeño Sauce",0.78,,1.2,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fiesta Veggie Burrito,2,Onions,0.54,,2.4,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fire Sauce Packet,12,"",,,0.0,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Hot Sauce Packet,8,"",,,0.0,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Fiesta Veggie Burrito,2,Red Sauce,0.6,,2.4,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Mountain Dew®,1,Large Mountain Dew®,0.36,,2.63,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-09T17:33:29.000Z,2022-09-09T18:04:27.000Z,completed,Spicy Potato Soft Taco,2,"Seasoned Rice, Onions",0.54,,1.2,23.01,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Diablo Sauce Packet,5,"",,,0.0,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Fiesta Veggie Burrito,2,Onions,0.54,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Fiesta Veggie Burrito,2,Potatoes,0.96,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Hot Sauce Packet,5,"",,,0.0,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Spicy Potato Soft Taco,2,Spicy Ranch,0.78,,1.2,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Spicy Potato Soft Taco,2,"Seasoned Rice, Onions",0.54,,1.2,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Fiesta Veggie Burrito,2,Extra Fiesta Strips,0.42,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Fiesta Veggie Burrito,2,Creamy Jalapeño Sauce,0.78,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Fire Sauce Packet,6,"",,,0.0,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Mountain Dew Baja Blast®,1,Large Mountain Dew Baja Blast®,0.36,,2.63,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-08T19:08:03.000Z,2022-09-08T19:36:01.000Z,completed,Spicy Potato Soft Taco,2,Red Sauce,0.6,,1.2,0.0,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-09-06T20:49:43.000Z,2022-09-06T21:10:16.000Z,completed,Rolls,1,"Ranch Dipping Sauce, 8 Piece Jalapeno Popper Rolls, Garlic Dipping Sauce, Whole",0.0,,7.24,27.39,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-09-06T20:49:43.000Z,2022-09-06T21:10:16.000Z,completed,The Works,1,"10 Inch Original Works Pizza, Regular Sauce, Normal Cheese, Spicy Italian Sausage, Onions, Pepperoni, Canadian Bacon, Pizza Sauce, Normal Bake, Normal Cut, Mushrooms, Black Olives, Green Peppers",0.0,,14.79,27.39,USD
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Coke (Can),2,"",,,2.0,17.32,USD
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Spicy Garlic Sauce (8 oz),1,"",,,2.99,17.32,USD
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Waffle Fries,1,"",,,8.0,17.32,USD
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Curry Snow Onion,1,Drums (5 pcs),0.0,,19.99,17.32,USD
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Tikku Soy Sauce Gizzard,1,"",,,15.99,17.32,USD
Washington D.C.,Wild Burger (345),2022-09-02T17:37:23.000Z,2022-09-02T18:17:42.000Z,completed,Bacon Smashed Hatch Chile Burger,1,"American, Bun, Desert Heat® (Dry Seasoning), Grilled White Onions, Pickled Hot Peppers, Hatch Chile Aioli, Pepper Jack, Hatch Chile Peppers",0.0,,13.49,19.84,USD
Washington D.C.,Wild Burger (345),2022-09-02T17:37:23.000Z,2022-09-02T18:17:42.000Z,completed,Bacon Smashed Hatch Chile Burger,1,French Fries,2.0,,13.49,19.84,USD
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-30T20:01:47.000Z,2022-08-30T20:57:29.000Z,completed,CHOLEY BHATURA,1,"",,,13.19,52.12,USD
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-30T20:01:47.000Z,2022-08-30T20:57:29.000Z,completed,DHABA DAAL,1,"",,,19.19,52.12,USD
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-30T20:01:47.000Z,2022-08-30T20:57:29.000Z,completed,PLAIN TANDORI ROTI,2,"",,,1.99,52.12,USD
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-30T20:01:47.000Z,2022-08-30T20:57:29.000Z,completed,KARAHI PANEER,1,"",,,17.99,52.12,USD
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-30T20:01:47.000Z,2022-08-30T20:57:29.000Z,completed,SAMOSA (2 PCS),1,"",,,7.19,52.12,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Fiesta Veggie Burrito,2,"Spicy Ranch, Creamy Jalapeño Sauce",0.78,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Fiesta Veggie Burrito,2,Potatoes,0.96,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Spicy Potato Soft Taco,2,Red Sauce,0.6,,1.2,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Mountain Dew Baja Blast®,1,Large Mountain Dew Baja Blast®,0.36,,2.63,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Fiesta Veggie Burrito,2,Extra Fiesta Strips,0.42,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Fiesta Veggie Burrito,2,Onions,0.54,,2.4,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Spicy Potato Soft Taco,2,"Seasoned Rice, Onions",0.54,,1.2,27.42,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-29T23:44:23.000Z,2022-08-30T00:07:48.000Z,completed,Spicy Potato Soft Taco,2,Avocado Ranch Sauce,0.78,,1.2,27.42,USD
Washington D.C.,Halal Salt,2022-08-29T13:09:55.000Z,2022-08-29T14:24:13.000Z,completed,Chicken Tandoori - Half,2,Half,0.0,,12.99,31.99,USD
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,Build Your Own Omelette+,2,"Crispy Hash Browns, Standard+, Jack & Cheddar Blend, Hash Browns",0.0,,11.87,39.61,USD
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,New! Wildberry Lemonade Splasher,1,30 oz. Wildberry Lemonade Splasher,0.6,,3.59,39.61,USD
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,Build Your Own Omelette+,2,"Peppers & Onions, Sautéed Mushrooms",1.19,,11.87,39.61,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Fiesta Veggie Burrito,1,"Spicy Ranch, Creamy Jalapeño Sauce",0.78,,2.4,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Fiesta Veggie Burrito,1,Potatoes,0.96,,2.4,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Nachos BellGrande®,1,Black Beans,0.48,,6.23,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Nachos BellGrande®,1,Guacamole,1.2,,6.23,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Diablo Sauce Packet,6,"",,,0.0,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Fiesta Veggie Burrito,1,Extra Fiesta Strips,0.42,,2.4,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Fiesta Veggie Burrito,1,Onions,0.54,,2.4,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Fire Sauce Packet,7,"",,,0.0,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Hot Sauce Packet,7,"",,,0.0,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Mountain Dew®,1,Large Mountain Dew®,0.36,,2.63,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Nachos BellGrande®,1,No Seasoned Beef,0.0,,6.23,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Nachos BellGrande®,1,Onions,0.54,,6.23,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Spicy Potato Soft Taco,2,"Seasoned Rice, Onions",0.54,,1.2,29.03,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-27T19:27:21.000Z,2022-08-27T20:12:00.000Z,completed,Spicy Potato Soft Taco,2,Creamy Jalapeño Sauce,0.78,,1.2,29.03,USD
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Chocolate Milk,1,"",,,2.5,60.09,USD
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Mango Smoothie,1,"",,,4.0,60.09,USD
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Strawberry  Smoothie,1,"",,,4.0,60.09,USD
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Vegetable Omelette,1,"Home Fries, Pancakes",0.0,,12.0,60.09,USD
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Vegetable Omelette,1,"French Toast, Wafle",2.0,,12.0,60.09,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Gulab Jumun,1,"",,,4.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Vegetable Samosa,2,"",,,4.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Dal Makhani,1,"",,,14.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Bhindi Do Piyaza,1,"",,,14.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Paneer Makhani,1,"",,,16.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Rasmalai,1,"",,,4.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Rice Pudding,1,"",,,4.99,94.12,USD
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Roti,3,"",,,2.99,94.12,USD
Washington D.C.,"The Halal Guys -Manassas, VA",2022-08-25T18:28:01.000Z,2022-08-25T19:07:07.000Z,completed,Chicken & Falafel Platter,2,"Chopped Green Peppers, Chopped Onions",0.0,,12.49,43.84,USD
Washington D.C.,"The Halal Guys -Manassas, VA",2022-08-25T18:28:01.000Z,2022-08-25T19:07:07.000Z,completed,Chicken & Falafel Platter,2,Regular,1.0,,12.49,43.84,USD
Washington D.C.,"The Halal Guys -Manassas, VA",2022-08-25T18:28:01.000Z,2022-08-25T19:07:07.000Z,completed,French Fries,2,"",,,3.99,43.84,USD
Washington D.C.,Shahi kabob palace,2022-08-22T11:58:28.000Z,2022-08-22T13:13:02.000Z,completed,Samosa (1 pc),3,"",,,1.79,60.09,USD
Washington D.C.,Shahi kabob palace,2022-08-22T11:58:28.000Z,2022-08-22T13:13:02.000Z,completed,Soft Drink,3,Coke,0.0,,1.99,60.09,USD
Washington D.C.,Shahi kabob palace,2022-08-22T11:58:28.000Z,2022-08-22T13:13:02.000Z,completed,Chicken Seekh Kabob,3,Wheat,0.0,chickpeas vegetable .Make it spicy,12.99,60.09,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,10 Piece McNuggets,1,"Hot Mustard Dipping Sauce, Spicy Buffalo",0.0,,5.19,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,10 Piece McNuggets Meal,1,10 Piece McNuggets Meal Large,0.7,,9.69,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Hot and Spicy McChicken,2,American Cheese,0.89,,2.89,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Medium Fanta Orange,2,Ice,0.0,,2.49,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Medium French Fries,2,Large French Fries,1.2,,3.49,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,10 Piece McNuggets Meal,1,"Salt, Ice, Hot Mustard Dipping Sauce, Spicy Buffalo, Large Coke®",0.0,,9.69,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Hot Mustard Dipping Sauce,5,"",,,0.0,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Hot and Spicy McChicken,2,"Shredded Lettuce, Regular Bun, Mayonnaise, Pickle",0.0,,2.89,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Medium Fanta Orange,2,Large Fanta Orange,0.1,,2.49,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Medium French Fries,2,Salt,0.0,,3.49,45.38,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,Spicy Buffalo,4,"",,,0.0,45.38,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,Chicken Poppers,1,15 Piece Buffalo Chicken Poppers,4.0,,9.49,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,Soft Drink,1,2 Liter Sierra Mist,0.7,,2.29,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,The Works,1,"Regular Sauce, Normal Cheese, Onions, Spicy Italian Sausage, Pepperoni, Canadian Bacon, Pizza Sauce, Normal Bake, Mushrooms, Normal Cut, Black Olives, Green Peppers",0.0,,14.79,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,The Works,1,Epic Stuffed Crust,3.0,,14.79,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,Rolls,1,"Spicy Garlic Dipping Sauce, Ranch Dipping Sauce, 8 Piece Jalapeno Popper Rolls",0.0,,7.0,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,The Works,1,14 Inch Original Works Pizza,4.7,,14.79,50.08,USD
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-08-19T16:07:45.000Z,2022-08-19T16:27:14.000Z,completed,Chicken Poppers,1,"Normal Bake, Buffalo Dipping Sauce",0.0,,9.49,50.08,USD
Washington D.C.,Yorkshire Restaurant (Manassas),2022-08-19T10:48:53.000Z,2022-08-19T11:27:07.000Z,completed,Veggie Omelet,3,Biscuits,0.0,,12.5,45.18,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,20 Piece McNuggets,1,"Hot Mustard Dipping Sauce, Creamy Ranch Sauce, Spicy Buffalo",0.0,,6.99,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Hot and Spicy McChicken,3,"Mustard, Shredded Lettuce, Regular Bun, Mayonnaise, Ketchup",0.0,,2.89,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Hot and Spicy McChicken,3,American Cheese,0.89,,2.89,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Medium French Fries,3,Large French Fries,1.2,,3.49,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Creamy Ranch Sauce,4,"",,,0.0,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Hot Mustard Dipping Sauce,5,"",,,0.0,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Medium French Fries,3,Salt,0.0,,3.49,39.32,USD
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-17T23:17:59.000Z,2022-08-17T23:31:06.000Z,completed,Spicy Buffalo,4,"",,,0.0,39.32,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Fiesta Veggie Burrito,3,Extra Fiesta Strips,0.42,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Fiesta Veggie Burrito,3,"Extra Chipotle Sauce, Spicy Ranch",0.78,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Nachos BellGrande®,1,No Seasoned Beef,0.0,,6.23,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Nachos BellGrande®,1,Black Beans,0.48,,6.23,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Drinks Party Pack,1,"Medium Mountain Dew®, Medium Pepsi®",0.0,,4.8,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Nachos BellGrande®,1,Guacamole,1.2,,6.23,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Fiesta Veggie Burrito,3,Potatoes,0.96,,2.4,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Spicy Potato Soft Taco,3,"Onions, Seasoned Rice",0.54,,1.2,0.0,USD
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Spicy Potato Soft Taco,3,"Spicy Ranch, Creamy Jalapeño Sauce",0.78,,1.2,0.0,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Pongal,1,"",,,10.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Veg Cutlet - 2Pc.,1,"",,,4.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Badam Halwa,1,"",,,5.95,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Madras Special Payasam,1,"",,,4.95,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Plain Uthappam,1,Onion,0.49,,10.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Puri - 2Pc,1,"",,,4.49,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Puri Specials with Channa,1,"",,,12.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Sambar Idli 2 pc,1,"",,,6.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Sambar Vada - 2Pc,1,"",,,6.99,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Saravana Cut Mirchi,1,"",,,8.2,131.41,USD
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Thump Up,3,"",,,3.1,131.41,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Chicken Biryani,1,"",,,14.99,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Gajar Halwa,1,"",,,4.99,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Parantha,3,"",,,3.99,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Yellow Dal Tarka,1,"",,,14.99,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Bombay Burger,2,"",,,4.5,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Rasmalai,1,"",,,4.99,129.53,USD
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Bombay Burger,1,"",,,4.5,129.53,USD
