pca_pc1,pca_pc2,pca_pc3,pca_pc4,w_taste,w_aroma,w_texture,dominant,cluster_label
-0.10566635048252856,-0.0779919346288425,-0.037075629343973335,0.08376051066383165,0.2628178924206411,0.5920387941675463,0.1451433134118125,aroma,4
0.5881002114799552,0.04826839609733471,0.036612602468205024,0.0505386388652694,0.4104369834217955,0.530741999709255,0.05882101686894941,aroma,2
-0.19393411159532906,0.026456719597361095,0.31359042495206346,-0.031013062135887892,0.18293755899511557,0.7274812320234704,0.08958120898141388,aroma,3
-0.12444147836940214,-0.0709643989120168,0.21623794661134482,-0.06597543971156426,0.3094495285677855,0.6271279420711837,0.06342252936103074,aroma,3
0.16400785017110156,0.03509785561029279,-0.036086053580638267,-0.13020656276503473,0.6655161319480934,0.20724999570780836,0.12723387234409828,taste,2
0.40346006773019427,-0.002461931534189013,0.05374697211062618,-0.01979687835258788,0.2839974305034532,0.6113587637938557,0.10464380570269109,aroma,2
0.18246694464683663,0.18399935930942404,0.1754541915508388,-0.2428809412937682,0.6670545370552337,0.19887705273597908,0.13406841020878724,taste,2
-0.030562677522113346,0.04177910588989146,-0.2744898628765813,0.049675009346935445,0.30848622907500783,0.49685678842813985,0.19465698249685243,aroma,1
-0.07719583309838134,0.23028538212245292,-0.05973962439037206,-0.18290567568313693,0.2543957526468144,0.5494497213680398,0.19615452598514568,aroma,1
0.24615733714632004,-0.4839864089356135,-0.29505950355616595,0.22612050196932465,0.39036562403867403,0.46078643967072574,0.14884793629060036,aroma,5
0.20930274422341105,0.14903413344793348,0.15415762837906255,-0.017746587562772698,0.34954722889585566,0.261681096736882,0.38877167436726234,texture,2
0.19308445973830862,0.23392192180408816,-0.2594487141636094,0.01661964192744514,0.7527840945851352,0.1931358668789093,0.05408003853595553,taste,2
-0.2347958869723296,-0.26049299827081124,-0.3596040508948022,0.07734556137500928,0.7864028672336479,0.1277610323142192,0.08583610045213289,taste,4
0.1869267688182131,0.2540507865859193,-0.2895376746880698,0.009238418480885205,0.8467195161000111,0.0989326096116135,0.05434787428837536,taste,2
-0.025203342629745135,-0.12340270529762677,0.09228294821980412,0.06524456325054671,0.46429030314428854,0.427302228185228,0.10840746867048337,aroma,3
0.25834435780507653,0.20245125440423672,0.030106714744427304,-0.07147680668500138,0.6292200800066499,0.192519245571074,0.178260674422276,taste,2
0.34706221698221285,-0.18573907119458793,-0.21887214455698784,0.019178387473498183,0.6923220662622117,0.21463599394597174,0.09304193979181653,taste,5
0.04185063957330535,0.10290064279774083,0.21858587755221048,0.07233779789047269,0.2526506993532084,0.6375559751959508,0.10979332545084092,aroma,0
0.014465999722899518,0.015958652076010833,0.17990072179706468,-0.03803083401938473,0.532041343070623,0.28159984427360435,0.1863588126557726,taste,3
0.3095458025435701,0.2214921063304739,-0.07852834104645932,-0.1556938333529156,0.7610929657536044,0.12506493034320385,0.11384210390319166,taste,2
-0.1860621052606968,0.42853637451547166,-0.06454994849756109,-0.19490478988120902,0.41861597239574455,0.2593933320802692,0.32199069552398624,texture,1
-0.13163049440322813,-0.08150394406443821,0.3060396185662295,-0.18669675356306825,0.7845890320140708,0.16458635698772098,0.050824610998208244,taste,3
0.10771962806070742,0.15500437418100327,0.2013675652478195,-0.13572461124409546,0.7176609957082397,0.21792502029872685,0.06441398399303334,taste,2
-0.41987065433118603,0.39408453494386175,-0.11595351689002423,0.2834007025019271,0.6989680656126007,0.16232648113529882,0.13870545325210043,taste,1
0.18938010378256973,0.36137035095674613,-0.09861955775116987,-0.2021748660949279,0.7708997246442458,0.10057240166811217,0.12852787368764204,taste,2
0.0030750990766233374,0.02442288221831706,0.17091151346621664,-0.15096883469110745,0.38149841823714153,0.5157250098976837,0.1027765718651749,aroma,3
0.08556987761903034,0.21121185222685623,0.17683464475207028,-0.11986939890652347,0.7324676042714675,0.20315395480506848,0.06437844092346391,taste,2
0.008778083623618455,-0.5567077483901944,-0.2779941622588928,0.18988061357420283,0.3470837112370063,0.464015352179663,0.18890093658333068,aroma,4
0.08172730766237563,0.11427702290705904,0.20690541985698263,0.016775125044045852,0.7032022974289055,0.2286124616441987,0.06818524092689583,taste,0
0.19945971076402833,0.13621776139242553,-0.1653955522722833,-0.0429860510636898,0.9032906880117585,0.06239889232873403,0.03431041965950735,taste,2
-0.19347531232975448,-0.06655427492204931,-0.0038994980354374736,-0.1573036685169803,0.6775176628361009,0.2500636660294493,0.07241867113444984,taste,3
0.11868803554262222,0.03378015929976983,0.22488263433456473,0.15575572712731067,0.6283578254309403,0.2644535369450079,0.10718863762405166,taste,0
0.29066072910666263,-0.08397396127153063,-0.008755388719334845,0.11449873844639413,0.5049457457222833,0.38840440701585865,0.10664984726185807,taste,0
0.29650756827463653,-0.017861709157706948,-0.2928033716789958,-0.05968093902899872,0.7718736690976051,0.14302476885964918,0.08510156204274573,taste,5
0.2505689058503983,-0.08468024669984457,0.04753687812289187,-0.046414780792864055,0.6570359683616753,0.2742821452870703,0.06868188635125444,taste,2
0.34855119843859567,-0.0645591099808165,-0.11893167682027804,-0.05801752524966307,0.5967928576302739,0.35502150184220965,0.0481856405275165,taste,5
-0.24229503715586806,0.20892518928095988,0.10685156155789594,0.32316660272106795,0.2553286308417127,0.654129378655388,0.09054199050289928,aroma,1
0.054574833336380475,0.00020571197433669197,0.027760866698455927,-0.021591710704899778,0.7371625954349521,0.17147375170895215,0.09136365285609573,taste,2
0.041799353636650556,0.017798492051720786,-0.0797937337983414,-0.29248688071708967,0.2805482625681925,0.5926481387213869,0.12680359871042057,aroma,2
0.18139974536812675,-0.22109354950979276,-0.43039371420386346,0.05786661095311474,0.18709280650978313,0.6748157913116425,0.13809140217857435,aroma,5
-0.3999648975263471,-0.34909982574961296,-0.05986599475327366,-0.05549910080030922,0.42224182410267863,0.22678220720806214,0.3509759686892592,texture,4
0.26125507983203894,-0.22433417012737178,-0.04241808174471953,0.025301828068178434,0.6629601900175882,0.2542178240780501,0.08282198590436167,taste,5
0.31347849055033444,0.2459457160025667,0.06800821812049163,-0.1337088547055198,0.8096604075937179,0.12505707810196248,0.06528251430431962,taste,2
0.024843138067526672,0.34355527060144647,-0.24450596822988552,-0.09168101963354415,0.8869103261271252,0.07116409683308565,0.041925577039789136,taste,1
0.02976393986640779,0.2429606523584334,-0.056135924331473186,-0.13304334446677696,0.4782529070258357,0.432054948588976,0.08969214438518826,aroma,2
-0.2017504829906541,0.043382099999472956,-0.11773320517450198,0.1979715882722028,0.1774567912598848,0.7177638290349717,0.1047793797051435,aroma,1
-0.013345381110463843,0.41831308856290256,-0.2917203372494837,-0.05629372484896879,0.27993801549540154,0.6317376356558354,0.08832434884876308,aroma,1
-0.03979922346924887,0.04710166093299835,0.061944479880356645,0.08840549331810325,0.6531711333071991,0.2510103191106871,0.09581854758211383,taste,0
-0.4643126508804801,0.20022502649868745,-0.11735435131834238,0.21633443530450208,0.7332795224624999,0.18544478216794466,0.08127569536955527,taste,1
0.04553547116493028,-0.12099189984157434,0.08816084972744029,0.003816622505106934,0.7671694203317841,0.16080438001240296,0.07202619965581288,taste,3
0.3702149163569816,0.21686427817146142,0.005142995102801279,-0.04363807893588954,0.8093565163122945,0.08959855088912937,0.10104493279857615,taste,2
